source,property_name,property_type,segment,address,district_town,txn_date,price,area_sqm,area_sqft,price_psf,storey_range,tenure,flat_model,lat,lng
HDB,150 MEI LING ST,EXECUTIVE,QUEENSTOWN,150 MEI LING ST,QUEENSTOWN,2021-02-01,1050000.0,146.0,1571.53,668.14,13 TO 15,73 years 09 months,Maisonette,1.29490307854693,103.803699298575
HDB,150 MEI LING ST,EXECUTIVE,QUEENSTOWN,150 MEI LING ST,QUEENSTOWN,2021-02-01,1138800.0,147.0,1582.29,719.71,04 TO 06,73 years 08 months,Maisonette,1.29490307854693,103.803699298575
HDB,150 MEI LING ST,EXECUTIVE,QUEENSTOWN,150 MEI LING ST,QUEENSTOWN,2021-06-01,1235000.0,148.0,1593.06,775.24,10 TO 12,73 years 05 months,Apartment,1.29490307854693,103.803699298575
HDB,150 MEI LING ST,EXECUTIVE,QUEENSTOWN,150 MEI LING ST,QUEENSTOWN,2022-02-01,1180000.0,147.0,1582.29,745.75,04 TO 06,72 years 09 months,Maisonette,1.29490307854693,103.803699298575
HDB,150 MEI LING ST,EXECUTIVE,QUEENSTOWN,150 MEI LING ST,QUEENSTOWN,2022-03-01,1046000.0,142.0,1528.47,684.34,04 TO 06,72 years 08 months,Apartment,1.29490307854693,103.803699298575
HDB,150 MEI LING ST,EXECUTIVE,QUEENSTOWN,150 MEI LING ST,QUEENSTOWN,2022-07-01,1288000.0,156.0,1679.17,767.05,10 TO 12,72 years 04 months,Maisonette,1.29490307854693,103.803699298575
HDB,150 MEI LING ST,EXECUTIVE,QUEENSTOWN,150 MEI LING ST,QUEENSTOWN,2022-08-01,1100000.0,142.0,1528.47,719.67,01 TO 03,72 years 03 months,Apartment,1.29490307854693,103.803699298575
HDB,150 MEI LING ST,EXECUTIVE,QUEENSTOWN,150 MEI LING ST,QUEENSTOWN,2023-02-01,1260000.0,150.0,1614.59,780.39,07 TO 09,71 years 09 months,Apartment,1.29490307854693,103.803699298575
HDB,150 MEI LING ST,EXECUTIVE,QUEENSTOWN,150 MEI LING ST,QUEENSTOWN,2024-01-01,1228000.0,147.0,1582.29,776.09,04 TO 06,70 years 10 months,Maisonette,1.29490307854693,103.803699298575
HDB,150 MEI LING ST,EXECUTIVE,QUEENSTOWN,150 MEI LING ST,QUEENSTOWN,2024-04-01,1230000.0,147.0,1582.29,777.35,01 TO 03,70 years 06 months,Maisonette,1.29490307854693,103.803699298575
HDB,150 MEI LING ST,EXECUTIVE,QUEENSTOWN,150 MEI LING ST,QUEENSTOWN,2025-02-01,1278000.0,142.0,1528.47,836.13,01 TO 03,69 years 09 months,Apartment,1.29490307854693,103.803699298575
HDB,150 MEI LING ST,EXECUTIVE,QUEENSTOWN,150 MEI LING ST,QUEENSTOWN,2025-05-01,1320500.0,142.0,1528.47,863.93,04 TO 06,69 years 06 months,Apartment,1.29490307854693,103.803699298575
HDB,150 MEI LING ST,EXECUTIVE,QUEENSTOWN,150 MEI LING ST,QUEENSTOWN,2025-06-01,1300000.0,147.0,1582.29,821.59,04 TO 06,69 years 05 months,Maisonette,1.29490307854693,103.803699298575
HDB,150 MEI LING ST,EXECUTIVE,QUEENSTOWN,150 MEI LING ST,QUEENSTOWN,2025-10-01,1500000.0,146.0,1571.53,954.48,04 TO 06,69 years,Maisonette,1.29490307854693,103.803699298575
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2018-01-01,565000.0,122.0,1313.2,430.25,07 TO 09,68 years 11 months,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2018-08-01,565000.0,122.0,1313.2,430.25,04 TO 06,68 years 04 months,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2019-06-01,555000.0,122.0,1313.2,422.63,04 TO 06,67 years 06 months,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2019-08-01,550000.0,123.0,1323.96,415.42,07 TO 09,67 years 04 months,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2019-11-01,505000.0,122.0,1313.2,384.56,01 TO 03,67 years 01 month,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2020-01-01,525000.0,121.0,1302.43,403.09,01 TO 03,66 years 11 months,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2020-03-01,580000.0,123.0,1323.96,438.08,10 TO 12,66 years 10 months,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2020-10-01,525000.0,121.0,1302.43,403.09,04 TO 06,66 years 03 months,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2021-04-01,580000.0,122.0,1313.2,441.67,10 TO 12,65 years 08 months,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2021-11-01,556500.0,122.0,1313.2,423.78,01 TO 03,65 years 01 month,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2021-11-01,590000.0,122.0,1313.2,449.29,07 TO 09,65 years 02 months,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2021-12-01,600000.0,122.0,1313.2,456.9,07 TO 09,65 years 01 month,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2022-10-01,640000.0,121.0,1302.43,491.39,10 TO 12,64 years 03 months,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2023-01-01,630000.0,123.0,1323.96,475.85,04 TO 06,64 years,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2023-06-01,600000.0,122.0,1313.2,456.9,01 TO 03,63 years 07 months,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2024-07-01,695000.0,121.0,1302.43,533.62,07 TO 09,62 years 06 months,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2025-04-01,735000.0,122.0,1313.2,559.7,04 TO 06,61 years 09 months,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2026-04-01,738000.0,122.0,1313.2,561.99,07 TO 09,60 years 09 months,Improved,1.3461967058616,103.957105266447
HDB,150 SIMEI ST 1,5 ROOM,TAMPINES,150 SIMEI ST 1,TAMPINES,2026-05-01,725000.0,122.0,1313.2,552.09,01 TO 03,60 years 08 months,Improved,1.3461967058616,103.957105266447
HDB,151 SIMEI ST 1,5 ROOM,TAMPINES,151 SIMEI ST 1,TAMPINES,2017-10-01,548000.0,122.0,1313.2,417.3,04 TO 06,69 years 03 months,Improved,1.34575482659138,103.957268859643
HDB,151 SIMEI ST 1,5 ROOM,TAMPINES,151 SIMEI ST 1,TAMPINES,2018-09-01,570000.0,122.0,1313.2,434.06,10 TO 12,68 years 04 months,Improved,1.34575482659138,103.957268859643
HDB,151 SIMEI ST 1,5 ROOM,TAMPINES,151 SIMEI ST 1,TAMPINES,2019-04-01,570000.0,122.0,1313.2,434.06,07 TO 09,67 years 09 months,Improved,1.34575482659138,103.957268859643
HDB,151 SIMEI ST 1,5 ROOM,TAMPINES,151 SIMEI ST 1,TAMPINES,2021-07-01,582000.0,122.0,1313.2,443.19,10 TO 12,65 years 07 months,Improved,1.34575482659138,103.957268859643
HDB,151 SIMEI ST 1,5 ROOM,TAMPINES,151 SIMEI ST 1,TAMPINES,2022-02-01,595000.0,122.0,1313.2,453.09,07 TO 09,64 years 11 months,Improved,1.34575482659138,103.957268859643
HDB,151 SIMEI ST 1,5 ROOM,TAMPINES,151 SIMEI ST 1,TAMPINES,2022-07-01,680000.0,122.0,1313.2,517.82,01 TO 03,64 years 06 months,Improved,1.34575482659138,103.957268859643
HDB,151 SIMEI ST 1,5 ROOM,TAMPINES,151 SIMEI ST 1,TAMPINES,2023-06-01,622888.0,122.0,1313.2,474.33,01 TO 03,63 years 08 months,Improved,1.34575482659138,103.957268859643
HDB,151 SIMEI ST 1,5 ROOM,TAMPINES,151 SIMEI ST 1,TAMPINES,2024-03-01,718000.0,122.0,1313.2,546.76,10 TO 12,63 years,Improved,1.34575482659138,103.957268859643
HDB,152 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,152 LOR 2 TOA PAYOH,TOA PAYOH,2018-03-01,910000.0,110.0,1184.03,768.56,25 TO 27,86 years 10 months,Improved,1.33416708512554,103.845891140252
HDB,152 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,152 LOR 2 TOA PAYOH,TOA PAYOH,2018-11-01,913800.0,110.0,1184.03,771.77,34 TO 36,86 years 02 months,Improved,1.33416708512554,103.845891140252
HDB,152 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,152 LOR 2 TOA PAYOH,TOA PAYOH,2019-07-01,845000.0,110.0,1184.03,713.66,07 TO 09,85 years 06 months,Improved,1.33416708512554,103.845891140252
HDB,152 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,152 LOR 2 TOA PAYOH,TOA PAYOH,2021-02-01,840000.0,110.0,1184.03,709.44,07 TO 09,84 years,Improved,1.33416708512554,103.845891140252
HDB,152 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,152 LOR 2 TOA PAYOH,TOA PAYOH,2021-09-01,825000.0,110.0,1184.03,696.77,04 TO 06,83 years 05 months,Improved,1.33416708512554,103.845891140252
HDB,152 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,152 LOR 2 TOA PAYOH,TOA PAYOH,2021-11-01,970000.0,110.0,1184.03,819.24,16 TO 18,83 years 02 months,Improved,1.33416708512554,103.845891140252
HDB,152 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,152 LOR 2 TOA PAYOH,TOA PAYOH,2022-06-01,1100000.0,110.0,1184.03,929.03,34 TO 36,82 years 08 months,Improved,1.33416708512554,103.845891140252
HDB,152 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,152 LOR 2 TOA PAYOH,TOA PAYOH,2023-04-01,1288888.0,110.0,1184.03,1088.56,37 TO 39,81 years 09 months,Improved,1.33416708512554,103.845891140252
HDB,152 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,152 LOR 2 TOA PAYOH,TOA PAYOH,2023-09-01,1020000.0,110.0,1184.03,861.47,16 TO 18,81 years 05 months,Improved,1.33416708512554,103.845891140252
HDB,152 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,152 LOR 2 TOA PAYOH,TOA PAYOH,2023-11-01,1040000.0,110.0,1184.03,878.36,13 TO 15,81 years 02 months,Improved,1.33416708512554,103.845891140252
HDB,152 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,152 LOR 2 TOA PAYOH,TOA PAYOH,2024-06-01,1128888.0,110.0,1184.03,953.43,10 TO 12,80 years 08 months,Improved,1.33416708512554,103.845891140252
HDB,152 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,152 LOR 2 TOA PAYOH,TOA PAYOH,2024-07-01,1190000.0,110.0,1184.03,1005.04,19 TO 21,80 years 07 months,Improved,1.33416708512554,103.845891140252
HDB,152 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,152 LOR 2 TOA PAYOH,TOA PAYOH,2024-11-01,1200000.0,110.0,1184.03,1013.49,13 TO 15,80 years 04 months,Improved,1.33416708512554,103.845891140252
HDB,152 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,152 LOR 2 TOA PAYOH,TOA PAYOH,2024-12-01,1188888.0,110.0,1184.03,1004.1,16 TO 18,80 years 02 months,Improved,1.33416708512554,103.845891140252
HDB,152 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,152 LOR 2 TOA PAYOH,TOA PAYOH,2025-02-01,1240000.0,110.0,1184.03,1047.27,25 TO 27,80 years,Improved,1.33416708512554,103.845891140252
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2018-03-01,690000.0,121.0,1302.43,529.78,07 TO 09,68 years 08 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2019-05-01,685000.0,130.0,1399.31,489.53,01 TO 03,67 years 05 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2019-07-01,668000.0,119.0,1280.9,521.51,04 TO 06,67 years 03 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2019-07-01,670000.0,119.0,1280.9,523.07,07 TO 09,67 years 03 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2019-09-01,638000.0,121.0,1302.43,489.85,01 TO 03,67 years 01 month,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2020-11-01,660000.0,121.0,1302.43,506.74,04 TO 06,66 years,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2020-11-01,627000.0,121.0,1302.43,481.41,04 TO 06,66 years,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2020-11-01,705000.0,119.0,1280.9,550.39,07 TO 09,66 years,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2020-12-01,608000.0,130.0,1399.31,434.5,01 TO 03,65 years 10 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2021-03-01,590000.0,119.0,1280.9,460.61,01 TO 03,65 years 07 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2021-04-01,710000.0,119.0,1280.9,554.3,07 TO 09,65 years 06 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2021-06-01,718000.0,130.0,1399.31,513.11,04 TO 06,65 years 05 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2021-12-01,730000.0,119.0,1280.9,569.91,04 TO 06,64 years 11 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2021-12-01,790000.0,119.0,1280.9,616.75,07 TO 09,64 years 11 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2022-09-01,780000.0,121.0,1302.43,598.88,01 TO 03,64 years 02 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2023-06-01,795000.0,130.0,1399.31,568.14,01 TO 03,63 years 05 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2024-09-01,880000.0,121.0,1302.43,675.66,01 TO 03,62 years 02 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2025-08-01,888000.0,119.0,1280.9,693.26,01 TO 03,61 years 03 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2026-04-01,958000.0,121.0,1302.43,735.55,07 TO 09,60 years 07 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2026-04-01,950000.0,130.0,1399.31,678.91,04 TO 06,60 years 07 months,Improved,1.34608595890118,103.855078297214
HDB,153 BISHAN ST 13,5 ROOM,BISHAN,153 BISHAN ST 13,BISHAN,2026-07-01,930000.0,130.0,1399.31,664.61,04 TO 06,60 years 03 months,Improved,1.34608595890118,103.855078297214
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2017-09-01,878888.0,124.0,1334.72,658.48,10 TO 12,80 years 10 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2017-12-01,820000.0,124.0,1334.72,614.36,01 TO 03,80 years 07 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2018-08-01,900000.0,121.0,1302.43,691.02,22 TO 24,79 years 11 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2019-04-01,955000.0,121.0,1302.43,733.24,19 TO 21,79 years 04 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2019-06-01,943000.0,124.0,1334.72,706.51,19 TO 21,79 years 02 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2020-02-01,950000.0,121.0,1302.43,729.4,19 TO 21,78 years 05 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2020-12-01,825000.0,121.0,1302.43,633.43,01 TO 03,77 years 07 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2021-08-01,960000.0,124.0,1334.72,719.25,22 TO 24,76 years 11 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2021-11-01,1065000.0,124.0,1334.72,797.92,28 TO 30,76 years 08 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2022-05-01,1053000.0,123.0,1323.96,795.34,16 TO 18,76 years 02 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2022-08-01,1038000.0,124.0,1334.72,777.69,07 TO 09,76 years,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2022-10-01,1065000.0,124.0,1334.72,797.92,19 TO 21,75 years 10 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2023-02-01,915000.0,121.0,1302.43,702.53,01 TO 03,75 years 06 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2023-03-01,1200000.0,124.0,1334.72,899.06,28 TO 30,75 years 05 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2024-05-01,1100000.0,123.0,1323.96,830.84,13 TO 15,74 years 04 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2024-11-01,1035000.0,123.0,1323.96,781.75,04 TO 06,73 years 09 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2025-11-01,1068000.0,124.0,1334.72,800.17,04 TO 06,72 years 09 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2026-01-01,1100000.0,124.0,1334.72,824.14,04 TO 06,72 years 07 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2026-02-01,983000.0,124.0,1334.72,736.48,01 TO 03,72 years 06 months,Improved,1.3335705754336,103.845723776813
HDB,153 LOR 2 TOA PAYOH,5 ROOM,TOA PAYOH,153 LOR 2 TOA PAYOH,TOA PAYOH,2026-06-01,1165000.0,124.0,1334.72,872.84,10 TO 12,72 years 02 months,Improved,1.3335705754336,103.845723776813
HDB,153 SIMEI ST 1,5 ROOM,TAMPINES,153 SIMEI ST 1,TAMPINES,2017-02-01,570000.0,122.0,1313.2,434.06,04 TO 06,70 years 04 months,Improved,1.3452227593795,103.957207660008
HDB,153 SIMEI ST 1,5 ROOM,TAMPINES,153 SIMEI ST 1,TAMPINES,2017-04-01,536000.0,122.0,1313.2,408.16,01 TO 03,70 years 02 months,Improved,1.3452227593795,103.957207660008
HDB,153 SIMEI ST 1,5 ROOM,TAMPINES,153 SIMEI ST 1,TAMPINES,2017-05-01,520000.0,122.0,1313.2,395.98,01 TO 03,70 years 01 month,Improved,1.3452227593795,103.957207660008
HDB,153 SIMEI ST 1,5 ROOM,TAMPINES,153 SIMEI ST 1,TAMPINES,2017-06-01,545000.0,122.0,1313.2,415.02,07 TO 09,70 years,Improved,1.3452227593795,103.957207660008
HDB,153 SIMEI ST 1,5 ROOM,TAMPINES,153 SIMEI ST 1,TAMPINES,2020-02-01,495000.0,122.0,1313.2,376.94,04 TO 06,67 years 04 months,Improved,1.3452227593795,103.957207660008
HDB,153 SIMEI ST 1,5 ROOM,TAMPINES,153 SIMEI ST 1,TAMPINES,2021-03-01,595000.0,122.0,1313.2,453.09,07 TO 09,66 years 03 months,Improved,1.3452227593795,103.957207660008
HDB,153 SIMEI ST 1,5 ROOM,TAMPINES,153 SIMEI ST 1,TAMPINES,2022-04-01,565000.0,122.0,1313.2,430.25,01 TO 03,65 years 03 months,Improved,1.3452227593795,103.957207660008
HDB,153 SIMEI ST 1,5 ROOM,TAMPINES,153 SIMEI ST 1,TAMPINES,2022-12-01,600000.0,122.0,1313.2,456.9,04 TO 06,64 years 07 months,Improved,1.3452227593795,103.957207660008
HDB,153 SIMEI ST 1,5 ROOM,TAMPINES,153 SIMEI ST 1,TAMPINES,2024-07-01,695000.0,122.0,1313.2,529.24,07 TO 09,62 years 11 months,Improved,1.3452227593795,103.957207660008
HDB,153 SIMEI ST 1,5 ROOM,TAMPINES,153 SIMEI ST 1,TAMPINES,2025-01-01,720000.0,122.0,1313.2,548.28,04 TO 06,62 years 07 months,Improved,1.3452227593795,103.957207660008
HDB,153A LOR 1 TOA PAYOH,5 ROOM,TOA PAYOH,153A LOR 1 TOA PAYOH,TOA PAYOH,2017-02-01,848888.0,121.0,1302.43,651.77,07 TO 09,80 years 11 months,Improved,1.3337138280505,103.845233136341
HDB,153A LOR 1 TOA PAYOH,5 ROOM,TOA PAYOH,153A LOR 1 TOA PAYOH,TOA PAYOH,2017-03-01,888000.0,121.0,1302.43,681.8,19 TO 21,80 years 10 months,Improved,1.3337138280505,103.845233136341
HDB,153A LOR 1 TOA PAYOH,5 ROOM,TOA PAYOH,153A LOR 1 TOA PAYOH,TOA PAYOH,2018-05-01,835000.0,121.0,1302.43,641.11,10 TO 12,79 years 08 months,Improved,1.3337138280505,103.845233136341
HDB,153A LOR 1 TOA PAYOH,5 ROOM,TOA PAYOH,153A LOR 1 TOA PAYOH,TOA PAYOH,2018-05-01,878000.0,121.0,1302.43,674.12,16 TO 18,79 years 09 months,Improved,1.3337138280505,103.845233136341
HDB,153A LOR 1 TOA PAYOH,5 ROOM,TOA PAYOH,153A LOR 1 TOA PAYOH,TOA PAYOH,2018-07-01,840000.0,124.0,1334.72,629.34,13 TO 15,79 years 06 months,Improved,1.3337138280505,103.845233136341
HDB,153A LOR 1 TOA PAYOH,5 ROOM,TOA PAYOH,153A LOR 1 TOA PAYOH,TOA PAYOH,2020-09-01,850000.0,124.0,1334.72,636.84,16 TO 18,77 years 04 months,Improved,1.3337138280505,103.845233136341
HDB,153A LOR 1 TOA PAYOH,5 ROOM,TOA PAYOH,153A LOR 1 TOA PAYOH,TOA PAYOH,2021-11-01,830000.0,124.0,1334.72,621.85,04 TO 06,76 years 03 months,Improved,1.3337138280505,103.845233136341
HDB,153A LOR 1 TOA PAYOH,5 ROOM,TOA PAYOH,153A LOR 1 TOA PAYOH,TOA PAYOH,2022-08-01,1085000.0,121.0,1302.43,833.06,07 TO 09,75 years 06 months,Improved,1.3337138280505,103.845233136341
HDB,153A LOR 1 TOA PAYOH,5 ROOM,TOA PAYOH,153A LOR 1 TOA PAYOH,TOA PAYOH,2023-12-01,900000.0,121.0,1302.43,691.02,04 TO 06,74 years 01 month,Improved,1.3337138280505,103.845233136341
HDB,153A LOR 1 TOA PAYOH,5 ROOM,TOA PAYOH,153A LOR 1 TOA PAYOH,TOA PAYOH,2024-11-01,1165000.0,121.0,1302.43,894.48,10 TO 12,73 years 03 months,Improved,1.3337138280505,103.845233136341
HDB,153A LOR 1 TOA PAYOH,5 ROOM,TOA PAYOH,153A LOR 1 TOA PAYOH,TOA PAYOH,2024-12-01,1100000.0,124.0,1334.72,824.14,10 TO 12,73 years 02 months,Improved,1.3337138280505,103.845233136341
HDB,153A LOR 1 TOA PAYOH,5 ROOM,TOA PAYOH,153A LOR 1 TOA PAYOH,TOA PAYOH,2026-03-01,1180000.0,124.0,1334.72,884.08,10 TO 12,71 years 11 months,Improved,1.3337138280505,103.845233136341
HDB,154 BISHAN ST 13,5 ROOM,BISHAN,154 BISHAN ST 13,BISHAN,2017-10-01,620000.0,121.0,1302.43,476.03,01 TO 03,69 years 02 months,Improved,1.34662507482215,103.855033173199
HDB,154 BISHAN ST 13,5 ROOM,BISHAN,154 BISHAN ST 13,BISHAN,2019-11-01,690000.0,121.0,1302.43,529.78,04 TO 06,67 years 01 month,Improved,1.34662507482215,103.855033173199
HDB,154 BISHAN ST 13,5 ROOM,BISHAN,154 BISHAN ST 13,BISHAN,2020-11-01,620000.0,121.0,1302.43,476.03,01 TO 03,66 years 02 months,Improved,1.34662507482215,103.855033173199
