source,property_name,property_type,segment,address,district_town,txn_date,price,area_sqm,area_sqft,price_psf,storey_range,tenure,flat_model,lat,lng
HDB,1 BEACH RD,5 ROOM,KALLANG/WHAMPOA,1 BEACH RD,KALLANG/WHAMPOA,2025-12-01,912000.0,153.0,1646.88,553.78,07 TO 09,52 years 10 months,Adjoined flat,1.3036713506088,103.864478660925
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2017-01-01,820000.0,119.0,1280.9,640.17,13 TO 15,65 years 05 months,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2017-11-01,693000.0,119.0,1280.9,541.02,01 TO 03,64 years 07 months,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2017-11-01,698000.0,119.0,1280.9,544.93,01 TO 03,64 years 07 months,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2018-07-01,795000.0,119.0,1280.9,620.66,07 TO 09,63 years 11 months,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2019-10-01,838000.0,119.0,1280.9,654.23,22 TO 24,62 years 08 months,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2020-02-01,850000.0,119.0,1280.9,663.59,07 TO 09,62 years 05 months,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2020-09-01,900000.0,119.0,1280.9,702.63,13 TO 15,61 years 10 months,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2020-10-01,870000.0,119.0,1280.9,679.21,16 TO 18,61 years 09 months,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2021-01-01,880000.0,119.0,1280.9,687.01,13 TO 15,61 years 05 months,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2021-06-01,848800.0,119.0,1280.9,662.66,07 TO 09,61 years 02 months,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2021-12-01,890000.0,119.0,1280.9,694.82,16 TO 18,60 years 07 months,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2022-03-01,883888.0,119.0,1280.9,690.05,19 TO 21,60 years 03 months,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2023-05-01,860000.0,119.0,1280.9,671.4,04 TO 06,59 years 01 month,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2023-10-01,988000.0,119.0,1280.9,771.33,25 TO 27,58 years 08 months,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2023-12-01,938000.0,119.0,1280.9,732.3,07 TO 09,58 years 07 months,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2024-05-01,950000.0,119.0,1280.9,741.66,04 TO 06,58 years 02 months,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2024-06-01,1026000.0,119.0,1280.9,801.0,22 TO 24,58 years 01 month,Improved,1.2920752508431,103.828584077626
HDB,1 DELTA AVE,5 ROOM,BUKIT MERAH,1 DELTA AVE,BUKIT MERAH,2026-03-01,1008888.0,119.0,1280.9,787.64,10 TO 12,56 years 04 months,Improved,1.2920752508431,103.828584077626
HDB,1 EVERTON PK,5 ROOM,BUKIT MERAH,1 EVERTON PK,BUKIT MERAH,2018-01-01,750000.0,138.0,1485.42,504.91,10 TO 12,61 years 10 months,Improved,1.27742654288695,103.840001188095
HDB,1 EVERTON PK,5 ROOM,BUKIT MERAH,1 EVERTON PK,BUKIT MERAH,2021-05-01,862000.0,137.0,1474.65,584.54,10 TO 12,58 years 07 months,Improved,1.27742654288695,103.840001188095
HDB,1 EVERTON PK,5 ROOM,BUKIT MERAH,1 EVERTON PK,BUKIT MERAH,2022-08-01,751000.0,127.0,1367.02,549.37,04 TO 06,57 years 03 months,Improved,1.27742654288695,103.840001188095
HDB,1 EVERTON PK,5 ROOM,BUKIT MERAH,1 EVERTON PK,BUKIT MERAH,2022-10-01,855000.0,138.0,1485.42,575.6,07 TO 09,57 years 02 months,Improved,1.27742654288695,103.840001188095
HDB,1 EVERTON PK,5 ROOM,BUKIT MERAH,1 EVERTON PK,BUKIT MERAH,2024-12-01,910000.0,138.0,1485.42,612.62,01 TO 03,55 years,Improved,1.27742654288695,103.840001188095
HDB,1 EVERTON PK,5 ROOM,BUKIT MERAH,1 EVERTON PK,BUKIT MERAH,2026-05-01,980000.0,137.0,1474.65,664.56,07 TO 09,53 years 07 months,Improved,1.27742654288695,103.840001188095
HDB,1 GHIM MOH RD,5 ROOM,QUEENSTOWN,1 GHIM MOH RD,QUEENSTOWN,2024-11-01,720000.0,130.0,1399.31,514.54,04 TO 06,50 years 09 months,Adjoined flat,1.31287975684307,103.786855017635
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2017-05-01,830000.0,120.0,1291.67,642.58,13 TO 15,56 years 08 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2017-06-01,761000.0,120.0,1291.67,589.16,13 TO 15,56 years 07 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2017-08-01,878000.0,120.0,1291.67,679.74,13 TO 15,56 years 05 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2018-03-01,920000.0,122.0,1313.2,700.58,10 TO 12,55 years 10 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2018-05-01,775000.0,117.0,1259.38,615.38,25 TO 27,55 years 08 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2018-09-01,820000.0,121.0,1302.43,629.59,13 TO 15,55 years 05 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2019-06-01,855000.0,120.0,1291.67,661.93,16 TO 18,54 years 07 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2019-07-01,700000.0,120.0,1291.67,541.93,07 TO 09,54 years 06 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2019-10-01,808000.0,122.0,1313.2,615.29,10 TO 12,54 years 04 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2019-12-01,820000.0,120.0,1291.67,634.84,19 TO 21,54 years 01 month,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2020-06-01,700000.0,120.0,1291.67,541.93,07 TO 09,53 years 09 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2020-10-01,843000.0,120.0,1291.67,652.64,19 TO 21,53 years 03 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2021-04-01,750000.0,120.0,1291.67,580.64,01 TO 03,52 years 10 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2021-05-01,820000.0,120.0,1291.67,634.84,13 TO 15,52 years 09 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2021-10-01,960000.0,122.0,1313.2,731.04,22 TO 24,52 years 04 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2022-01-01,850000.0,120.0,1291.67,658.06,22 TO 24,52 years 01 month,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2022-12-01,753000.0,120.0,1291.67,582.97,04 TO 06,51 years 03 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2022-12-01,1080000.0,122.0,1313.2,822.42,25 TO 27,51 years 03 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2024-11-01,925000.0,120.0,1291.67,716.13,13 TO 15,49 years 03 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2024-11-01,970000.0,122.0,1313.2,738.66,22 TO 24,49 years 03 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2024-12-01,888000.0,117.0,1259.38,705.11,16 TO 18,49 years 02 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2025-03-01,890000.0,120.0,1291.67,689.03,04 TO 06,48 years 11 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2025-06-01,938000.0,120.0,1291.67,726.19,07 TO 09,48 years 08 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2025-07-01,880000.0,117.0,1259.38,698.76,04 TO 06,48 years 07 months,Standard,1.30482902187779,103.918614976369
HDB,1 MARINE TER,5 ROOM,MARINE PARADE,1 MARINE TER,MARINE PARADE,2025-09-01,1000000.0,122.0,1313.2,761.5,10 TO 12,48 years 05 months,Standard,1.30482902187779,103.918614976369
HDB,1 PINE CL,5 ROOM,GEYLANG,1 PINE CL,GEYLANG,2017-06-01,855000.0,110.0,1184.03,722.11,10 TO 12,82 years,Improved,1.30787056219408,103.883192164927
HDB,1 PINE CL,5 ROOM,GEYLANG,1 PINE CL,GEYLANG,2018-03-01,848000.0,113.0,1216.32,697.18,04 TO 06,81 years 04 months,Improved,1.30787056219408,103.883192164927
HDB,1 PINE CL,5 ROOM,GEYLANG,1 PINE CL,GEYLANG,2018-08-01,828000.0,113.0,1216.32,680.74,01 TO 03,80 years 10 months,Improved,1.30787056219408,103.883192164927
HDB,1 PINE CL,5 ROOM,GEYLANG,1 PINE CL,GEYLANG,2020-06-01,700000.0,110.0,1184.03,591.2,07 TO 09,79 years 01 month,Improved,1.30787056219408,103.883192164927
HDB,1 PINE CL,5 ROOM,GEYLANG,1 PINE CL,GEYLANG,2020-12-01,830000.0,110.0,1184.03,701.0,10 TO 12,78 years 06 months,Improved,1.30787056219408,103.883192164927
HDB,1 PINE CL,5 ROOM,GEYLANG,1 PINE CL,GEYLANG,2021-11-01,908000.0,110.0,1184.03,766.87,13 TO 15,77 years 07 months,Improved,1.30787056219408,103.883192164927
HDB,1 PINE CL,5 ROOM,GEYLANG,1 PINE CL,GEYLANG,2022-03-01,898888.0,110.0,1184.03,759.18,07 TO 09,77 years 04 months,Improved,1.30787056219408,103.883192164927
HDB,1 PINE CL,5 ROOM,GEYLANG,1 PINE CL,GEYLANG,2022-10-01,939800.0,113.0,1216.32,772.66,04 TO 06,76 years 08 months,Improved,1.30787056219408,103.883192164927
HDB,1 PINE CL,5 ROOM,GEYLANG,1 PINE CL,GEYLANG,2026-02-01,1003800.0,113.0,1216.32,825.28,01 TO 03,73 years 05 months,Improved,1.30787056219408,103.883192164927
HDB,1 PINE CL,5 ROOM,GEYLANG,1 PINE CL,GEYLANG,2026-03-01,1328000.0,110.0,1184.03,1121.59,10 TO 12,73 years 03 months,Improved,1.30787056219408,103.883192164927
HDB,1 PINE CL,5 ROOM,GEYLANG,1 PINE CL,GEYLANG,2026-05-01,1318000.0,110.0,1184.03,1113.15,19 TO 21,73 years 01 month,Improved,1.30787056219408,103.883192164927
HDB,1 PINE CL,5 ROOM,GEYLANG,1 PINE CL,GEYLANG,2026-08-01,1220000.0,110.0,1184.03,1030.38,10 TO 12,72 years 11 months,Improved,1.30787056219408,103.883192164927
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2017-05-01,915000.0,120.0,1291.67,708.39,22 TO 24,56 years,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2017-12-01,888000.0,125.0,1345.49,659.98,16 TO 18,55 years 04 months,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2018-10-01,875000.0,123.0,1323.96,660.9,16 TO 18,54 years 06 months,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2019-05-01,852000.0,123.0,1323.96,643.52,07 TO 09,54 years,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2020-03-01,890000.0,120.0,1291.67,689.03,07 TO 09,53 years 01 month,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2020-12-01,870000.0,123.0,1323.96,657.12,04 TO 06,52 years 05 months,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2021-06-01,912000.0,123.0,1323.96,688.84,19 TO 21,51 years 11 months,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2021-08-01,950000.0,123.0,1323.96,717.54,10 TO 12,51 years 09 months,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2022-07-01,900000.0,123.0,1323.96,679.78,04 TO 06,50 years 10 months,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2024-01-01,983000.0,120.0,1291.67,761.03,19 TO 21,49 years 04 months,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2024-07-01,970000.0,120.0,1291.67,750.97,10 TO 12,48 years 10 months,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2024-08-01,920000.0,123.0,1323.96,694.89,22 TO 24,48 years 09 months,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2025-03-01,900888.0,120.0,1291.67,697.46,04 TO 06,48 years 02 months,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2025-03-01,990000.0,123.0,1323.96,747.76,13 TO 15,48 years 02 months,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2025-03-01,965000.0,125.0,1345.49,717.21,07 TO 09,48 years 01 month,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2025-12-01,990000.0,120.0,1291.67,766.45,07 TO 09,47 years 05 months,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2026-06-01,925000.0,123.0,1323.96,698.66,04 TO 06,46 years 11 months,Standard,1.31726629524359,103.806782877524
HDB,1 QUEEN'S RD,5 ROOM,BUKIT TIMAH,1 QUEEN'S RD,BUKIT TIMAH,2026-07-01,1020000.0,123.0,1323.96,770.42,16 TO 18,46 years 10 months,Standard,1.31726629524359,103.806782877524
HDB,1 TOH YI DR,5 ROOM,BUKIT TIMAH,1 TOH YI DR,BUKIT TIMAH,2017-07-01,823000.0,122.0,1313.2,626.72,07 TO 09,70 years 01 month,Improved,1.33958155877064,103.774586318946
HDB,1 TOH YI DR,5 ROOM,BUKIT TIMAH,1 TOH YI DR,BUKIT TIMAH,2018-01-01,810000.0,122.0,1313.2,616.82,10 TO 12,69 years 06 months,Improved,1.33958155877064,103.774586318946
HDB,1 TOH YI DR,5 ROOM,BUKIT TIMAH,1 TOH YI DR,BUKIT TIMAH,2018-07-01,830000.0,122.0,1313.2,632.05,01 TO 03,69 years,Improved,1.33958155877064,103.774586318946
HDB,1 TOH YI DR,5 ROOM,BUKIT TIMAH,1 TOH YI DR,BUKIT TIMAH,2018-12-01,850000.0,122.0,1313.2,647.28,13 TO 15,68 years 07 months,Improved,1.33958155877064,103.774586318946
HDB,1 TOH YI DR,5 ROOM,BUKIT TIMAH,1 TOH YI DR,BUKIT TIMAH,2019-08-01,900000.0,128.0,1377.78,653.23,10 TO 12,67 years 11 months,Improved,1.33958155877064,103.774586318946
HDB,1 TOH YI DR,5 ROOM,BUKIT TIMAH,1 TOH YI DR,BUKIT TIMAH,2020-05-01,860000.0,122.0,1313.2,654.89,10 TO 12,67 years 03 months,Improved,1.33958155877064,103.774586318946
HDB,1 TOH YI DR,5 ROOM,BUKIT TIMAH,1 TOH YI DR,BUKIT TIMAH,2025-06-01,1280000.0,122.0,1313.2,974.72,13 TO 15,62 years 01 month,Improved,1.33958155877064,103.774586318946
HDB,10 GLOUCESTER RD,5 ROOM,KALLANG/WHAMPOA,10 GLOUCESTER RD,KALLANG/WHAMPOA,2021-05-01,735000.0,134.0,1442.36,509.58,01 TO 03,54 years 06 months,Adjoined flat,1.31391658721965,103.852209769739
HDB,10 JLN BATU,EXECUTIVE,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2017-02-01,830000.0,141.0,1517.71,546.88,10 TO 12,67 years 11 months,Apartment,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2017-03-01,780000.0,131.0,1410.07,553.16,04 TO 06,67 years 10 months,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2017-03-01,785000.0,131.0,1410.07,556.71,04 TO 06,67 years 10 months,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2017-12-01,732000.0,127.0,1367.02,535.47,04 TO 06,67 years 01 month,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2018-07-01,770000.0,131.0,1410.07,546.07,07 TO 09,66 years 06 months,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2019-04-01,750000.0,131.0,1410.07,531.89,07 TO 09,65 years 09 months,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2019-09-01,695000.0,127.0,1367.02,508.41,04 TO 06,65 years 04 months,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2020-02-01,690000.0,129.0,1388.54,496.92,01 TO 03,64 years 11 months,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,EXECUTIVE,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2020-03-01,800000.0,141.0,1517.71,527.11,07 TO 09,64 years 10 months,Apartment,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2020-10-01,720000.0,131.0,1410.07,510.61,07 TO 09,64 years 03 months,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2021-01-01,772000.0,132.0,1420.83,543.34,07 TO 09,64 years 01 month,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,EXECUTIVE,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2021-02-01,830000.0,141.0,1517.71,546.88,04 TO 06,64 years,Apartment,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2021-06-01,780000.0,139.0,1496.18,521.33,07 TO 09,63 years 08 months,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2021-06-01,792888.0,139.0,1496.18,529.94,04 TO 06,63 years 08 months,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,EXECUTIVE,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2021-08-01,855000.0,141.0,1517.71,563.35,07 TO 09,63 years 06 months,Apartment,1.30204488252463,103.882887148325
HDB,10 JLN BATU,EXECUTIVE,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2021-08-01,920000.0,141.0,1517.71,606.18,10 TO 12,63 years 06 months,Apartment,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2021-09-01,795000.0,132.0,1420.83,559.53,04 TO 06,63 years 05 months,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,EXECUTIVE,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2021-11-01,860000.0,141.0,1517.71,566.64,04 TO 06,63 years 03 months,Apartment,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2022-02-01,780000.0,131.0,1410.07,553.16,07 TO 09,62 years 11 months,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2022-03-01,800000.0,132.0,1420.83,563.05,10 TO 12,62 years 11 months,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,EXECUTIVE,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2023-01-01,850000.0,141.0,1517.71,560.05,01 TO 03,62 years,Apartment,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2023-02-01,810000.0,131.0,1410.07,574.44,04 TO 06,62 years,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2023-10-01,810000.0,127.0,1367.02,592.53,04 TO 06,61 years 04 months,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,EXECUTIVE,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2023-12-01,950000.0,141.0,1517.71,625.94,10 TO 12,61 years 02 months,Apartment,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2024-05-01,873000.0,131.0,1410.07,619.12,07 TO 09,60 years 09 months,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2024-07-01,830000.0,131.0,1410.07,588.62,07 TO 09,60 years 07 months,Improved,1.30204488252463,103.882887148325
HDB,10 JLN BATU,EXECUTIVE,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2024-08-01,925000.0,141.0,1517.71,609.47,01 TO 03,60 years 06 months,Apartment,1.30204488252463,103.882887148325
HDB,10 JLN BATU,EXECUTIVE,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2025-05-01,1030000.0,141.0,1517.71,678.65,10 TO 12,59 years 09 months,Apartment,1.30204488252463,103.882887148325
HDB,10 JLN BATU,5 ROOM,KALLANG/WHAMPOA,10 JLN BATU,KALLANG/WHAMPOA,2025-07-01,950000.0,131.0,1410.07,673.72,10 TO 12,59 years 07 months,Improved,1.30204488252463,103.882887148325
HDB,10 JOO SENG RD,5 ROOM,TOA PAYOH,10 JOO SENG RD,TOA PAYOH,2017-05-01,572888.0,119.0,1280.9,447.25,16 TO 18,64 years 11 months,Improved,1.33461833377097,103.88016502252
HDB,10 JOO SENG RD,5 ROOM,TOA PAYOH,10 JOO SENG RD,TOA PAYOH,2017-08-01,600000.0,119.0,1280.9,468.42,19 TO 21,64 years 08 months,Improved,1.33461833377097,103.88016502252
HDB,10 JOO SENG RD,5 ROOM,TOA PAYOH,10 JOO SENG RD,TOA PAYOH,2017-10-01,520000.0,119.0,1280.9,405.96,01 TO 03,64 years 06 months,Improved,1.33461833377097,103.88016502252
HDB,10 JOO SENG RD,5 ROOM,TOA PAYOH,10 JOO SENG RD,TOA PAYOH,2018-02-01,562000.0,119.0,1280.9,438.75,13 TO 15,64 years 02 months,Improved,1.33461833377097,103.88016502252
HDB,10 JOO SENG RD,5 ROOM,TOA PAYOH,10 JOO SENG RD,TOA PAYOH,2018-08-01,555000.0,119.0,1280.9,433.29,13 TO 15,63 years 08 months,Improved,1.33461833377097,103.88016502252
HDB,10 JOO SENG RD,5 ROOM,TOA PAYOH,10 JOO SENG RD,TOA PAYOH,2018-10-01,485000.0,119.0,1280.9,378.64,10 TO 12,63 years 06 months,Improved,1.33461833377097,103.88016502252
HDB,10 JOO SENG RD,5 ROOM,TOA PAYOH,10 JOO SENG RD,TOA PAYOH,2019-11-01,495000.0,119.0,1280.9,386.45,16 TO 18,62 years 05 months,Improved,1.33461833377097,103.88016502252
